NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
1373,guachipelín,Diphysa americana,2023,13.7,5.3,0.0718,0.1238,0.1238,Activo
1373,guachipelín,Diphysa americana,2024,13.7,5.3,0.0718,0.1238,0.1238,Activo
1373,guachipelín,Diphysa americana,2025,13.8,5.3,0.0729,0.1256,0.1256,Activo
1374,guachipelín,Diphysa americana,2022,14.1,5.5,0.0784,0.1351,0.1351,Activo
1374,guachipelín,Diphysa americana,2023,14.1,5.5,0.0784,0.1351,0.1351,Activo
1374,guachipelín,Diphysa americana,2024,14.1,5.5,0.0784,0.1351,0.1351,Activo
1374,guachipelín,Diphysa americana,2025,14.3,5.5,0.0807,0.139,0.139,Activo
1375,guachipelín,Diphysa americana,2022,12.2,5.3,0.0567,0.0977,0.0977,Activo
1375,guachipelín,Diphysa americana,2023,12.2,5.3,0.0567,0.0977,0.0977,Activo
1375,guachipelín,Diphysa americana,2024,12.2,5.5,0.0584,0.1006,0.1006,Activo
1375,guachipelín,Diphysa americana,2025,12.2,5.3,0.0567,0.0977,0.0977,Activo
1376,mango,Mangifera indica,2022,16.2,6.5,0.1185,0.2043,0.2043,Activo
1376,mango,Mangifera indica,2023,16.7,6.5,0.1261,0.2173,0.2173,Activo
1376,mango,Mangifera indica,2024,16.8,6.6,0.1292,0.2226,0.2226,Activo
1376,mango,Mangifera indica,2025,17.2,6.5,0.1339,0.2308,0.2308,Activo
1377,mango,Mangifera indica,2022,14.0,5.1,0.0728,0.1256,0.1256,Activo
1377,mango,Mangifera indica,2023,15.5,5.1,0.0897,0.1545,0.1545,Activo
1377,mango,Mangifera indica,2024,15.5,6.0,0.1018,0.1754,0.1754,Activo
1377,mango,Mangifera indica,2025,16.0,5.1,0.0957,0.1649,0.1649,Activo
1378,mango,Mangifera indica,2022,12.4,5.1,0.0569,0.098,0.098,Activo
1378,mango,Mangifera indica,2023,12.7,5.1,0.0597,0.1029,0.1029,Activo
1378,mango,Mangifera indica,2024,13.1,5.1,0.0636,0.1096,0.1096,Activo
1378,mango,Mangifera indica,2025,14.0,5.1,0.0728,0.1256,0.1256,Activo
1379,higuerón,Ficus jimenezii,2022,22.4,16.8,0.481,0.829,0.829,Activo
1379,higuerón,Ficus jimenezii,2023,24.8,17.3,0.6056,1.0438,1.0438,Activo
1379,higuerón,Ficus jimenezii,2024,25.3,17.4,0.6336,1.0921,1.0921,Activo
1379,higuerón,Ficus jimenezii,2025,25.3,20.0,0.7063,1.2172,1.2172,Activo
1380,higuerón,Ficus jimenezii,2022,43.3,16.8,1.8451,3.18,3.18,Activo
1380,higuerón,Ficus jimenezii,2023,45.5,17.3,2.0885,3.5996,3.5996,Activo
1380,higuerón,Ficus jimenezii,2024,47.7,17.3,2.2997,3.9635,3.9635,Activo
1380,higuerón,Ficus jimenezii,2025,49.1,20.0,2.7313,4.7073,4.7073,Activo
1381,higuerón,Ficus jimenezii,2022,34.0,16.8,1.1267,1.9419,1.9419,Activo
1381,higuerón,Ficus jimenezii,2023,35.0,17.3,1.223,2.1078,2.1078,Activo
1381,higuerón,Ficus jimenezii,2024,37.3,17.4,1.3988,2.4108,2.4108,Activo
1381,higuerón,Ficus jimenezii,2025,37.7,20.0,1.5933,2.7461,2.7461,Activo
1382,higuerón,Ficus jimenezii,2022,32.0,16.8,0.9956,1.716,1.716,Activo
1382,higuerón,Ficus jimenezii,2023,33.1,17.3,1.0914,1.8809,1.8809,Activo
1382,higuerón,Ficus jimenezii,2024,36.9,18.0,1.405,2.4214,2.4214,Activo
1382,higuerón,Ficus jimenezii,2025,39.1,20.0,1.7164,2.9581,2.9581,Activo
1383,higuerón,Ficus jimenezii,2022,44.2,16.8,1.9241,3.3162,3.3162,Activo
1383,higuerón,Ficus jimenezii,2023,44.2,17.3,1.9686,3.3929,3.3929,Activo
1383,higuerón,Ficus jimenezii,2024,45.3,18.0,2.1348,3.6793,3.6793,Activo
1383,higuerón,Ficus jimenezii,2025,45.3,20.0,2.3174,3.994,3.994,Activo
1384,higuerón,Ficus jimenezii,2022,27.6,16.8,0.7363,1.269,1.269,Activo
1384,higuerón,Ficus jimenezii,2023,29.2,17.3,0.8451,1.4565,1.4565,Activo
1384,higuerón,Ficus jimenezii,2024,29.9,18.0,0.9148,1.5766,1.5766,Activo
1384,higuerón,Ficus jimenezii,2025,31.5,20.0,1.1044,1.9035,1.9035,Activo
1385,higuerón,Ficus jimenezii,2022,19.2,16.8,0.3512,0.6053,0.6053,Activo
1385,higuerón,Ficus jimenezii,2023,19.3,17.3,0.3631,0.6259,0.6259,Activo
1385,higuerón,Ficus jimenezii,2024,20.8,17.5,0.4269,0.7357,0.7357,Activo
1385,higuerón,Ficus jimenezii,2025,23.0,20.0,0.5815,1.0022,1.0022,Activo
1386,roblesabana,Tabebuia rosea,2022,27.6,16.2,0.7157,1.2336,1.2336,Activo
1386,roblesabana,Tabebuia rosea,2023,28.3,16.4,0.7605,1.3107,1.3107,Activo
1386,roblesabana,Tabebuia rosea,2024,28.5,16.4,0.7715,1.3297,1.3297,Activo
1386,roblesabana,Tabebuia rosea,2025,29.3,16.6,0.8241,1.4203,1.4203,Activo
1387,roblesabana,Tabebuia rosea,2022,23.6,16.2,0.5201,0.8963,0.8963,Activo
1387,roblesabana,Tabebuia rosea,2023,24.3,16.4,0.5573,0.9605,0.9605,Activo
1387,roblesabana,Tabebuia rosea,2024,25.5,16.5,0.6178,1.0648,1.0648,Activo
1387,roblesabana,Tabebuia rosea,2025,25.5,17.0,0.6323,1.0898,1.0898,Activo
1388,lorito,Cojoba arborea,2022,10.9,6.1,0.0503,0.0866,0.0866,Activo
1388,lorito,Cojoba arborea,2023,11.8,6.1,0.0591,0.1018,0.1018,Activo
1388,lorito,Cojoba arborea,2024,13.4,7.0,0.0853,0.1469,0.1469,Activo
1388,lorito,Cojoba arborea,2025,14.5,8.0,0.1111,0.1915,0.1915,Activo
1389,lorito,Cojoba arborea,2022,11.8,6.1,0.0591,0.1018,0.1018,Activo
1389,lorito,Cojoba arborea,2023,13.0,6.1,0.072,0.1241,0.1241,Activo
1389,lorito,Cojoba arborea,2024,15.3,7.0,0.1117,0.1926,0.1926,Activo
1389,lorito,Cojoba arborea,2025,16.3,8.0,0.1411,0.2432,0.2432,Activo
1390,lorito,Cojoba arborea,2022,15.4,8.7,0.1341,0.2312,0.2312,Activo
1390,lorito,Cojoba arborea,2023,16.8,9.0,0.1645,0.2835,0.2835,Activo
1390,lorito,Cojoba arborea,2024,18.5,9.0,0.2002,0.3451,0.3451,Activo
1390,lorito,Cojoba arborea,2025,19.7,9.3,0.2335,0.4024,0.4024,Activo
1391,lorito,Cojoba arborea,2022,11.2,6.1,0.0531,0.0916,0.0916,Activo
1391,lorito,Cojoba arborea,2023,12.1,6.1,0.0622,0.1072,0.1072,Activo
1391,lorito,Cojoba arborea,2024,13.4,6.1,0.0766,0.132,0.132,Activo
1391,lorito,Cojoba arborea,2025,14.1,7.9,0.1039,0.1791,0.1791,Activo
1392,lorito,Cojoba arborea,2022,14.3,8.7,0.1153,0.1988,0.1988,Activo
1392,lorito,Cojoba arborea,2023,15.6,9.0,0.1414,0.2437,0.2437,Activo
1392,lorito,Cojoba arborea,2024,17.0,9.0,0.1685,0.2904,0.2904,Activo
1392,lorito,Cojoba arborea,2025,18.4,10.9,0.2299,0.3962,0.3962,Activo
1393,guabo machete,Inga spectabilis,2022,14.0,12.3,0.1446,0.2493,0.2493,Activo
1393,guabo machete,Inga spectabilis,2023,14.0,12.3,0.1446,0.2493,0.2493,Activo
1393,guabo machete,Inga spectabilis,2024,14.3,12.5,0.1529,0.2636,0.2636,Activo
1393,guabo machete,Inga spectabilis,2025,14.4,12.5,0.1551,0.2674,0.2674,Activo
1394,guabo machete,Inga spectabilis,2022,14.2,12.3,0.1489,0.2566,0.2566,Activo
1394,guabo machete,Inga spectabilis,2023,17.2,12.3,0.2201,0.3794,0.3794,Activo
1394,guabo machete,Inga spectabilis,2024,17.5,12.5,0.2309,0.3979,0.3979,Activo
1394,guabo machete,Inga spectabilis,2025,18.0,12.5,0.2445,0.4215,0.4215,Activo
1395,guabo machete,Inga spectabilis,2022,16.3,12.3,0.1973,0.34,0.34,Activo
1395,guabo machete,Inga spectabilis,2023,17.0,12.3,0.2149,0.3704,0.3704,Activo
1395,guabo machete,Inga spectabilis,2024,17.0,12.5,0.2176,0.3751,0.3751,Activo
1395,guabo machete,Inga spectabilis,2025,17.1,12.5,0.2203,0.3796,0.3796,Activo
1396,jacaranda,Jacaranda mimosifolia,2022,18.5,14.3,0.2872,0.4949,0.4949,Activo
1396,jacaranda,Jacaranda mimosifolia,2023,19.4,14.3,0.3164,0.5453,0.5453,Activo
1396,jacaranda,Jacaranda mimosifolia,2024,22.9,14.3,0.4438,0.7649,0.7649,Activo
1396,jacaranda,Jacaranda mimosifolia,2025,25.7,14.3,0.5615,0.9678,0.9678,Activo
1397,jacaranda,Jacaranda mimosifolia,2022,14.5,8.6,0.1176,0.2026,0.2026,Activo
1397,jacaranda,Jacaranda mimosifolia,2023,15.2,14.3,0.1924,0.3315,0.3315,Activo
1397,jacaranda,Jacaranda mimosifolia,2024,16.0,14.3,0.2136,0.3681,0.3681,Activo
1397,jacaranda,Jacaranda mimosifolia,2025,17.3,14.3,0.2505,0.4317,0.4317,Activo
1398,guanacaste,Enterolobium cyclocarpum,2022,0.0,,,,,Removido
1398,guanacaste,Enterolobium cyclocarpum,2023,0.0,,,,,Removido
1398,guanacaste,Enterolobium cyclocarpum,2025,0.0,,,,,Removido
1399,guayaba,Psidium guajava,2022,18.6,6.5,0.1571,0.2708,0.2708,Activo
1399,guayaba,Psidium guajava,2023,18.6,6.5,0.1571,0.2708,0.2708,Activo
1399,guayaba,Psidium guajava,2024,20.0,7.0,0.193,0.3326,0.3326,Activo
1399,guayaba,Psidium guajava,2025,22.3,7.0,0.241,0.4153,0.4153,Activo
1400,uruca,Trichilia havanensis,2022,25.4,7.5,0.3316,0.5715,0.5715,Activo
1400,uruca,Trichilia havanensis,2023,26.0,8.0,0.3657,0.6303,0.6303,Activo
1400,uruca,Trichilia havanensis,2024,26.7,8.0,0.3861,0.6654,0.6654,Activo
1400,uruca,Trichilia havanensis,2025,26.7,10.2,0.4665,0.804,0.804,Activo
1401,uruca,Trichilia havanensis,2022,11.1,7.5,0.0613,0.1056,0.1056,Activo
1401,uruca,Trichilia havanensis,2023,11.1,8.0,0.0644,0.1111,0.1111,Activo
1401,uruca,Trichilia havanensis,2024,14.4,8.0,0.1096,0.1888,0.1888,Activo
1401,uruca,Trichilia havanensis,2025,14.4,10.2,0.1324,0.2282,0.2282,Activo
1402,uruca,Trichilia havanensis,2022,11.0,7.6,0.0608,0.1047,0.1047,Activo
1402,uruca,Trichilia havanensis,2023,11.1,8.0,0.0644,0.1111,0.1111,Activo
1402,uruca,Trichilia havanensis,2024,11.2,8.0,0.0656,0.1131,0.1131,Activo
1402,uruca,Trichilia havanensis,2025,11.2,10.2,0.0793,0.1367,0.1367,Activo
1403,uruca,Trichilia havanensis,2022,16.5,7.5,0.1375,0.2371,0.2371,Activo
1403,uruca,Trichilia havanensis,2023,16.7,8.0,0.1482,0.2555,0.2555,Activo
1403,uruca,Trichilia havanensis,2024,16.8,8.0,0.1501,0.2586,0.2586,Activo
1403,uruca,Trichilia havanensis,2025,16.8,10.2,0.1813,0.3125,0.3125,Activo
1404,roblesabana,Tabebuia rosea,2022,15.0,6.1,0.0964,0.1662,0.1662,Activo
1404,roblesabana,Tabebuia rosea,2023,16.2,6.1,0.1128,0.1944,0.1944,Activo
1404,roblesabana,Tabebuia rosea,2024,16.3,7.0,0.1271,0.2191,0.2191,Activo
1404,roblesabana,Tabebuia rosea,2025,18.2,7.3,0.1645,0.2835,0.2835,Activo
1405,madero negro,Gliricidia sepium,2022,14.4,9.8,0.1283,0.2212,0.2212,Activo
1405,madero negro,Gliricidia sepium,2023,15.2,10.0,0.1456,0.2509,0.2509,Activo
1405,madero negro,Gliricidia sepium,2024,16.5,10.0,0.1721,0.2966,0.2966,Activo
1405,madero negro,Gliricidia sepium,2025,16.8,10.0,0.1785,0.3077,0.3077,Activo
1406,madero negro,Gliricidia sepium,2022,15.1,7.1,0.11,0.1896,0.1896,Activo
1406,madero negro,Gliricidia sepium,2023,15.8,7.1,0.1206,0.2079,0.2079,Activo
1406,madero negro,Gliricidia sepium,2024,16.3,8.9,0.1533,0.2642,0.2642,Activo
1406,madero negro,Gliricidia sepium,2025,16.4,8.9,0.1552,0.2675,0.2675,Activo
1407,"carao, sandal",Cassia grandis,2022,12.8,7.6,0.0828,0.1427,0.1427,Activo
1407,"carao, sandal",Cassia grandis,2023,14.7,8.0,0.1143,0.197,0.197,Activo
1407,"carao, sandal",Cassia grandis,2024,16.0,8.0,0.1358,0.2341,0.2341,Activo
1407,"carao, sandal",Cassia grandis,2025,18.8,10.2,0.2281,0.3931,0.3931,Activo
1408,higuerón,Ficus costaricana,2022,21.7,8.8,0.2724,0.4695,0.4695,Activo
1408,higuerón,Ficus costaricana,2023,23.2,9.0,0.3177,0.5476,0.5476,Activo
1408,higuerón,Ficus costaricana,2024,24.8,9.0,0.364,0.6274,0.6274,Activo
1408,higuerón,Ficus costaricana,2025,27.6,10.2,0.4992,0.8603,0.8603,Activo
1409,higuerón,Ficus costaricana,2022,13.3,8.8,0.1004,0.173,0.173,Activo
1409,higuerón,Ficus costaricana,2023,14.5,9.0,0.1218,0.2099,0.2099,Activo
1409,higuerón,Ficus costaricana,2024,15.7,9.5,0.1494,0.2575,0.2575,Activo
1409,higuerón,Ficus costaricana,2025,16.9,10.2,0.1835,0.3163,0.3163,Activo
1410,higuerón,Ficus costaricana,2022,17.2,8.8,0.1696,0.2923,0.2923,Activo
1410,higuerón,Ficus costaricana,2023,18.5,9.0,0.2002,0.3451,0.3451,Activo
1410,higuerón,Ficus costaricana,2024,19.3,9.5,0.2277,0.3924,0.3924,Activo
1410,higuerón,Ficus costaricana,2025,21.2,10.2,0.2914,0.5023,0.5023,Activo
1411,higuerón,Ficus costaricana,2022,15.8,8.8,0.1426,0.2458,0.2458,Activo
1411,higuerón,Ficus costaricana,2023,17.2,9.0,0.1726,0.2974,0.2974,Activo
1411,higuerón,Ficus costaricana,2024,22.3,9.5,0.3057,0.5269,0.5269,Activo
1411,higuerón,Ficus costaricana,2025,23.5,10.2,0.3596,0.6197,0.6197,Activo
1412,mango,Mangifera indica,2022,14.5,7.2,0.1024,0.1764,0.1764,Activo
1412,mango,Mangifera indica,2023,15.4,7.2,0.1158,0.1995,0.1995,Activo
1412,mango,Mangifera indica,2024,15.4,7.5,0.1195,0.2059,0.2059,Activo
1412,mango,Mangifera indica,2025,15.4,7.5,0.1195,0.2059,0.2059,Activo
1413,mango,Mangifera indica,2022,16.2,7.2,0.1283,0.2212,0.2212,Activo
1413,mango,Mangifera indica,2023,17.0,7.2,0.1416,0.2441,0.2441,Activo
1413,mango,Mangifera indica,2024,17.1,7.3,0.1449,0.2497,0.2497,Activo
1413,mango,Mangifera indica,2025,17.3,7.3,0.1483,0.2557,0.2557,Activo
1414,mango,Mangifera indica,2022,12.6,7.2,0.0769,0.1325,0.1325,Activo
1414,mango,Mangifera indica,2023,13.3,7.2,0.0858,0.1479,0.1479,Activo
1414,mango,Mangifera indica,2024,13.4,7.3,0.0881,0.1518,0.1518,Activo
1414,mango,Mangifera indica,2025,13.6,7.3,0.0908,0.1565,0.1565,Activo
1415,mango,Mangifera indica,2022,15.7,7.2,0.1204,0.2075,0.2075,Activo
1415,mango,Mangifera indica,2023,16.2,7.2,0.1283,0.2212,0.2212,Activo
1415,mango,Mangifera indica,2024,16.8,7.6,0.1442,0.2485,0.2485,Activo
1415,mango,Mangifera indica,2025,18.4,7.7,0.1754,0.3022,0.3022,Activo
1416,vainillo,Tecoma stans,2022,11.0,5.1,0.0445,0.0768,0.0768,Activo
1416,vainillo,Tecoma stans,2023,11.0,5.1,0.0445,0.0768,0.0768,Activo
1416,vainillo,Tecoma stans,2024,11.0,5.1,0.0445,0.0768,0.0768,Activo
1416,vainillo,Tecoma stans,2025,12.3,5.0,0.0551,0.0949,0.0949,Activo
1417,vainillo,Tecoma stans,2022,10.9,4.8,0.0417,0.0719,0.0719,Activo
1417,vainillo,Tecoma stans,2023,10.9,4.8,0.0417,0.0719,0.0719,Activo
1417,vainillo,Tecoma stans,2024,0.0,,,,,Removido
1417,vainillo,Tecoma stans,2025,0.0,,,,,Removido
1418,roblesabana,Tabebuia rosea,2022,52.9,14.9,2.5282,4.3573,4.3573,Activo
1418,roblesabana,Tabebuia rosea,2023,54.4,15.0,2.6906,4.6372,4.6372,Activo
1418,roblesabana,Tabebuia rosea,2024,56.7,15.0,2.9277,5.0459,5.0459,Activo
1418,roblesabana,Tabebuia rosea,2025,58.5,15.0,3.1204,5.3781,5.3781,Activo
1419,casco de venado,Bauhinia purpurea,2022,12.7,2.5,0.0343,0.0591,0.0591,Activo
1419,casco de venado,Bauhinia purpurea,2023,12.7,2.5,0.0343,0.0591,0.0591,Activo
1419,casco de venado,Bauhinia purpurea,2024,12.7,4.7,0.056,0.0966,0.0966,Activo
1419,casco de venado,Bauhinia purpurea,2025,13.1,5.0,0.0626,0.108,0.108,Activo
1420,casco de venado,Bauhinia purpurea,2022,11.4,1.7,0.0204,0.0351,0.0351,Activo
1420,casco de venado,Bauhinia purpurea,2023,11.4,1.7,0.0204,0.0351,0.0351,Activo
1420,casco de venado,Bauhinia purpurea,2024,11.4,1.7,0.0204,0.0351,0.0351,Activo
1420,casco de venado,Bauhinia purpurea,2025,12.4,2.0,0.0274,0.0473,0.0473,Activo
1421,güitite,Acnistus arborescens,2022,12.7,4.3,0.0523,0.0901,0.0901,Activo
1421,güitite,Acnistus arborescens,2023,14.0,4.3,0.0638,0.1099,0.1099,Activo
1421,güitite,Acnistus arborescens,2024,14.0,4.3,0.0638,0.1099,0.1099,Activo
1421,güitite,Acnistus arborescens,2025,15.4,5.0,0.0871,0.1502,0.1502,Activo
1422,higuerón,Ficus jimenezii,2022,54.5,8.3,1.7032,2.9354,2.9354,Activo
1422,higuerón,Ficus jimenezii,2023,55.3,8.3,1.7546,3.024,3.024,Activo
1422,higuerón,Ficus jimenezii,2024,55.3,8.3,1.7546,3.024,3.024,Activo
1422,higuerón,Ficus jimenezii,2025,57.4,9.0,2.0164,3.4753,3.4753,Activo
1423,higuerón,Ficus jimenezii,2022,34.0,3.5,0.332,0.5722,0.5722,Activo
1423,higuerón,Ficus jimenezii,2023,34.0,3.5,0.332,0.5722,0.5722,Activo
1423,higuerón,Ficus jimenezii,2024,34.0,3.5,0.332,0.5722,0.5722,Activo
1423,higuerón,Ficus jimenezii,2025,34.0,4.0,0.3684,0.6349,0.6349,Activo
1424,"h. caballo, guijarro",Tabernaemontana litoralis,2022,11.7,6.1,0.0581,0.1001,0.1001,Activo
1424,"h. caballo, guijarro",Tabernaemontana litoralis,2023,11.7,6.1,0.0581,0.1001,0.1001,Activo
1424,"h. caballo, guijarro",Tabernaemontana litoralis,2024,11.7,6.1,0.0581,0.1001,0.1001,Activo
1424,"h. caballo, guijarro",Tabernaemontana litoralis,2025,12.0,7.0,0.0681,0.1173,0.1173,Activo
1425,yos,Sapium glandulosum,2022,23.3,17.5,0.5381,0.9273,0.9273,Activo
1425,yos,Sapium glandulosum,2023,23.3,17.5,0.5381,0.9273,0.9273,Activo
1425,yos,Sapium glandulosum,2024,23.6,17.6,0.5547,0.9561,0.9561,Activo
1425,yos,Sapium glandulosum,2025,24.5,17.6,0.5988,1.0319,1.0319,Activo
1426,higuerón,Ficus jimenezii,2022,53.6,15.7,2.7049,4.6619,4.6619,Activo
1426,higuerón,Ficus jimenezii,2023,54.1,16.4,2.8519,4.9152,4.9152,Activo
1426,higuerón,Ficus jimenezii,2024,55.5,16.4,3.0045,5.1782,5.1782,Activo
1426,higuerón,Ficus jimenezii,2025,55.7,16.9,3.0982,5.3398,5.3398,Activo
1427,higuerón,Ficus jimenezii,2022,83.0,17.3,7.1183,12.2684,12.2684,Activo
1427,higuerón,Ficus jimenezii,2023,85.2,17.3,7.5085,12.9409,12.9409,Activo
1427,higuerón,Ficus jimenezii,2024,93.2,17.5,9.0981,15.6805,15.6805,Activo
1427,higuerón,Ficus jimenezii,2025,95.6,18.0,9.795,16.8816,16.8816,Activo
1428,higuerón,Ficus jimenezii,2022,66.1,23.7,5.7171,9.8534,9.8534,Activo
1428,higuerón,Ficus jimenezii,2023,67.8,23.7,6.021,10.3772,10.3772,Activo
1428,higuerón,Ficus jimenezii,2024,68.9,24.0,6.2833,10.8291,10.8291,Activo
1428,higuerón,Ficus jimenezii,2025,69.0,24.0,6.3019,10.8612,10.8612,Activo
1429,güitite,Acnistus arborescens,2022,18.3,10.6,0.2224,0.3834,0.3834,Activo
1429,güitite,Acnistus arborescens,2023,18.9,11.0,0.2445,0.4215,0.4215,Activo
1429,güitite,Acnistus arborescens,2024,18.9,11.3,0.2497,0.4304,0.4304,Activo
1429,güitite,Acnistus arborescens,2025,19.0,11.4,0.2542,0.438,0.438,Activo
1430,casco de venado,Bauhinia purpurea,2022,14.8,11.9,0.1579,0.2721,0.2721,Activo
1430,casco de venado,Bauhinia purpurea,2023,14.8,11.9,0.1579,0.2721,0.2721,Activo
1430,casco de venado,Bauhinia purpurea,2024,14.9,11.9,0.1601,0.2759,0.2759,Activo
1430,casco de venado,Bauhinia purpurea,2025,14.9,12.0,0.1611,0.2777,0.2777,Activo
1431,casco de venado,Bauhinia purpurea,2022,17.2,11.9,0.2145,0.3697,0.3697,Activo
1431,casco de venado,Bauhinia purpurea,2023,17.2,11.9,0.2145,0.3697,0.3697,Activo
1431,casco de venado,Bauhinia purpurea,2024,17.2,11.9,0.2145,0.3697,0.3697,Activo
1431,casco de venado,Bauhinia purpurea,2025,17.3,12.0,0.2185,0.3765,0.3765,Activo
1432,casco de venado,Bauhinia purpurea,2022,12.6,11.9,0.1137,0.196,0.196,Activo
1432,casco de venado,Bauhinia purpurea,2023,12.6,11.9,0.1137,0.196,0.196,Activo
1432,casco de venado,Bauhinia purpurea,2024,12.6,11.9,0.1137,0.196,0.196,Activo
1432,casco de venado,Bauhinia purpurea,2025,12.7,12.0,0.1163,0.2004,0.2004,Activo
1433,casco de venado,Bauhinia purpurea,2022,21.5,11.9,0.3382,0.5828,0.5828,Activo
1433,casco de venado,Bauhinia purpurea,2023,21.5,11.9,0.3382,0.5828,0.5828,Activo
1433,casco de venado,Bauhinia purpurea,2024,21.5,11.9,0.3382,0.5828,0.5828,Activo
1433,casco de venado,Bauhinia purpurea,2025,22.6,12.0,0.3768,0.6495,0.6495,Activo
1434,casco de venado,Bauhinia purpurea,2022,22.4,11.9,0.3677,0.6337,0.6337,Activo
1434,casco de venado,Bauhinia purpurea,2023,22.6,11.9,0.3744,0.6453,0.6453,Activo
1434,casco de venado,Bauhinia purpurea,2024,22.7,11.9,0.3778,0.6511,0.6511,Activo
1434,casco de venado,Bauhinia purpurea,2025,22.7,12.0,0.3803,0.6554,0.6554,Activo
1435,mango,Mangifera indica,2022,18.7,6.9,0.1664,0.2868,0.2868,Activo
1435,mango,Mangifera indica,2023,18.7,6.9,0.1664,0.2868,0.2868,Activo
1435,mango,Mangifera indica,2024,18.7,6.9,0.1664,0.2868,0.2868,Activo
1435,mango,Mangifera indica,2025,19.4,7.0,0.1814,0.3126,0.3126,Activo
1436,mango,Mangifera indica,2022,17.8,6.9,0.1505,0.2593,0.2593,Activo
1436,mango,Mangifera indica,2023,17.9,6.9,0.1522,0.2623,0.2623,Activo
1436,mango,Mangifera indica,2024,17.9,6.9,0.1522,0.2623,0.2623,Activo
1436,mango,Mangifera indica,2025,18.5,7.0,0.1646,0.2837,0.2837,Activo
1437,"calistemón, hisopo",Callistemon viminalis,2022,13.1,10.2,0.1092,0.1881,0.1881,Activo
1437,"calistemón, hisopo",Callistemon viminalis,2023,13.3,10.2,0.1126,0.194,0.194,Activo
1437,"calistemón, hisopo",Callistemon viminalis,2024,13.3,10.2,0.1126,0.194,0.194,Activo
1437,"calistemón, hisopo",Callistemon viminalis,2025,13.3,10.5,0.1152,0.1985,0.1985,Activo
1438,"calistemón, hisopo",Callistemon viminalis,2022,14.6,10.2,0.1362,0.2347,0.2347,Activo
1438,"calistemón, hisopo",Callistemon viminalis,2023,14.8,10.2,0.14,0.2413,0.2413,Activo
1438,"calistemón, hisopo",Callistemon viminalis,2024,15.1,10.2,0.1459,0.2514,0.2514,Activo
1438,"calistemón, hisopo",Callistemon viminalis,2025,15.4,10.5,0.1553,0.2677,0.2677,Activo
1439,"calistemón, hisopo",Callistemon viminalis,2022,14.0,10.2,0.125,0.2154,0.2154,Activo
1439,"calistemón, hisopo",Callistemon viminalis,2023,14.4,10.2,0.1324,0.2282,0.2282,Activo
1439,"calistemón, hisopo",Callistemon viminalis,2024,15.0,10.2,0.1439,0.248,0.248,Activo
1439,"calistemón, hisopo",Callistemon viminalis,2025,15.4,10.5,0.1553,0.2677,0.2677,Activo
1440,"calistemón, hisopo",Callistemon viminalis,2022,12.6,5.8,0.065,0.1119,0.1119,Activo
1440,"calistemón, hisopo",Callistemon viminalis,2023,13.1,5.8,0.0703,0.1212,0.1212,Activo
1440,"calistemón, hisopo",Callistemon viminalis,2024,13.4,8.5,0.0992,0.1709,0.1709,Activo
1440,"calistemón, hisopo",Callistemon viminalis,2025,13.4,8.5,0.0992,0.1709,0.1709,Activo
1441,"calistemón, hisopo",Callistemon viminalis,2022,10.4,5.8,0.0439,0.0757,0.0757,Activo
1441,"calistemón, hisopo",Callistemon viminalis,2023,10.9,5.8,0.0483,0.0833,0.0833,Activo
1441,"calistemón, hisopo",Callistemon viminalis,2024,11.0,8.5,0.0663,0.1143,0.1143,Activo
1441,"calistemón, hisopo",Callistemon viminalis,2025,11.0,8.5,0.0663,0.1143,0.1143,Activo
1442,"calistemón, hisopo",Callistemon viminalis,2022,13.4,9.7,0.1099,0.1895,0.1895,Activo
1442,"calistemón, hisopo",Callistemon viminalis,2023,13.4,10.0,0.1126,0.194,0.194,Activo
1442,"calistemón, hisopo",Callistemon viminalis,2024,13.5,10.0,0.1143,0.197,0.197,Activo
1442,"calistemón, hisopo",Callistemon viminalis,2025,14.2,10.0,0.1267,0.2184,0.2184,Activo
1443,"calistemón, hisopo",Callistemon viminalis,2022,14.5,8.6,0.1176,0.2026,0.2026,Activo
1443,"calistemón, hisopo",Callistemon viminalis,2023,14.6,9.0,0.1235,0.2129,0.2129,Activo
1443,"calistemón, hisopo",Callistemon viminalis,2024,14.6,10.1,0.1351,0.2329,0.2329,Activo
1443,"calistemón, hisopo",Callistemon viminalis,2025,15.2,10.1,0.1467,0.2528,0.2528,Activo
1444,muñeco,Cordia eriostigma,2022,12.8,6.1,0.0698,0.1202,0.1202,Activo
1444,muñeco,Cordia eriostigma,2023,12.8,6.1,0.0698,0.1202,0.1202,Activo
1444,muñeco,Cordia eriostigma,2024,15.0,7.5,0.1132,0.1952,0.1952,Activo
1444,muñeco,Cordia eriostigma,2025,16.9,8.6,0.1607,0.2769,0.2769,Activo
1445,casco de venado,Bauhinia purpurea,2022,17.9,10.1,0.2048,0.3529,0.3529,Activo
1445,casco de venado,Bauhinia purpurea,2023,18.3,10.1,0.2142,0.3692,0.3692,Activo
1445,casco de venado,Bauhinia purpurea,2024,18.3,10.1,0.2142,0.3692,0.3692,Activo
1445,casco de venado,Bauhinia purpurea,2025,18.3,11.0,0.229,0.3946,0.3946,Activo
